E6A55_04810,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04815,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04820,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04825,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_04830,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04835,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04840,"greB",Dispensable
E6A55_04850,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04855,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04865,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04870,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_04875,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04880,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04885,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04890,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04895,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04900,"lpxO",Dispensable
E6A55_04905,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04910,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04915,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04920,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04925,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04930,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04935,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04940,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04945,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04950,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04955,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04960,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04965,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04970,"cpaB",Dispensable
E6A55_04975,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04980,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04985,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04990,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04995,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05000,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05005,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05010,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05015,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_05020,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05025,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05030,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05035,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05040,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05045,"ppk2",Dispensable
E6A55_05050,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05060,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05065,"pepN",Dispensable
E6A55_05070,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05075,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05080,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05085,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05090,"uraD",Dispensable
E6A55_05095,"puuE",Dispensable
E6A55_05100,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05110,"uraH",Dispensable
E6A55_05115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05130,"guaD",Dispensable
E6A55_05135,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05140,"xdhC",Dispensable
E6A55_05145,"xdhB",Dispensable
E6A55_05150,"xdhA",Dispensable
E6A55_05155,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05160,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05165,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05185,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05210,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_05215,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
